mz;rt;intensity;pcgroup_precursorMZ
295.2331473;720.6832448;13.35238432;37 _ 863.4291212
309.1170124;720.4608596;56.96414545;37 _ 863.4291212
315.1038641;720.5383169;18.80059007;37 _ 863.4291212
325.2483439;720.4608596;13.81795891;37 _ 863.4291212
327.1286072;721.0490898;16.85234051;37 _ 863.4291212
337.2506732;720.6236396;13.70608516;37 _ 863.4291212
341.0862511;720.5383169;23.21459257;37 _ 863.4291212
355.2600215;720.3728234;12.8353075;37 _ 863.4291212
359.0962706;720.7040722;54.74931522;37 _ 863.4291212
377.1071429;720.3901358;32.31090668;37 _ 863.4291212
381.276733;720.6211946;35.07634694;37 _ 863.4291212
382.2815878;720.7606555;12.0003199;37 _ 863.4291212
395.1186282;720.5559383;60.2053949;37 _ 863.4291212
396.120858;720.7040722;21.44149532;37 _ 863.4291212
397.2701112;720.3337062;10.94479789;37 _ 863.4291212
399.2877318;720.6856224;72.39298833;37 _ 863.4291212
400.2915139;720.6856224;21.85737178;37 _ 863.4291212
411.1132288;720.3644199;29.49309726;37 _ 863.4291212
413.129557;720.1856173;17.25911135;37 _ 863.4291212
415.2816267;720.2768743;12.74054267;37 _ 863.4291212
417.2989379;720.6856224;95.27195428;37 _ 863.4291212
418.3023765;720.4608596;59.56002944;37 _ 863.4291212
419.3058457;720.3901358;11.69960702;37 _ 863.4291212
433.2928885;720.2981226;24.1613869;37 _ 863.4291212
435.3077639;720.573241;28.20849538;37 _ 863.4291212
436.3072809;721.5483337;11.47112466;37 _ 863.4291212
501.2852725;720.3901358;22.49902133;37 _ 863.4291212
515.2970668;720.0261383;20.78818426;37 _ 863.4291212
517.3084443;720.0261383;15.87472325;37 _ 863.4291212
519.2945283;720.3379389;48.89748915;37 _ 863.4291212
520.2984554;720.3901358;17.30210541;37 _ 863.4291212
537.3046848;720.5048027;85.26128932;37 _ 863.4291212
538.3084905;720.5383169;30.453673;37 _ 863.4291212
541.4752868;720.8735965;21.86693236;37 _ 863.4291212
554.3320984;720.7875205;15.95803492;37 _ 863.4291212
557.1728926;720.3644199;20.88361525;37 _ 863.4291212
559.2875438;720.3114579;33.41827444;37 _ 863.4291212
559.3537954;720.3521902;20.20445665;37 _ 863.4291212
560.2908198;720.4995883;25.02162478;37 _ 863.4291212
579.3511691;720.3901358;13.55301787;37 _ 863.4291212
629.331723;720.787082;20.53359608;37 _ 863.4291212
647.3431082;720.7606555;38.12542075;37 _ 863.4291212
666.3555945;720.6327291;24.81475428;37 _ 863.4291212
683.3646323;720.5215598;67.31553477;37 _ 863.4291212
684.367583;720.5215598;29.78950718;37 _ 863.4291212
739.3539863;719.7892411;22.45413759;37 _ 863.4291212
807.5427849;720.9390986;16.23266081;37 _ 863.4291212
841.4229659;720.2768743;25.22419878;37 _ 863.4291212
845.4190867;720.3901358;12.39337149;37 _ 863.4291212
93.06878263;720.6144147;32.18819809;37 _ 864.4339356
95.08390523;720.2847872;29.74799432;37 _ 864.4339356
97.02772631;720.7040722;49.72925638;37 _ 864.4339356
99.04456293;720.8735965;27.0011586;37 _ 864.4339356
105.018622;720.3337062;66.09028912;37 _ 864.4339356
107.0849936;720.6856224;24.73882142;37 _ 864.4339356
109.0292261;720.4608596;36.71747552;37 _ 864.4339356
109.1006251;720.2981226;43.34872351;37 _ 864.4339356
111.0445299;720.2981226;45.20446887;37 _ 864.4339356
119.0854178;720.3781127;48.86061052;37 _ 864.4339356
121.1006698;720.6856224;37.69117744;37 _ 864.4339356
123.1156551;720.3113198;39.96450741;37 _ 864.4339356
127.0390641;720.692032;67.50481941;37 _ 864.4339356
129.0543242;720.6107576;43.47016831;37 _ 864.4339356
133.100052;720.5906238;26.76233815;37 _ 864.4339356
135.1159711;720.0261383;39.17169786;37 _ 864.4339356
143.0806118;720.2463401;20.64800083;37 _ 864.4339356
145.0507543;720.3378524;76.06824167;37 _ 864.4339356
149.1316352;720.573241;64.1254426;37 _ 864.4339356
150.1352657;720.7784206;19.74728332;37 _ 864.4339356
157.0977884;720.3337062;24.47771219;37 _ 864.4339356
159.0297851;720.6132259;34.1435803;37 _ 864.4339356
159.1149511;720.7040722;43.55020353;37 _ 864.4339356
161.1311994;720.6144147;33.5909859;37 _ 864.4339356
162.1347741;720.543207;23.16782432;37 _ 864.4339356
171.0658035;721.5483337;26.95199397;37 _ 864.4339356
173.1297139;720.7176811;49.17099266;37 _ 864.4339356
175.1461975;720.4608596;32.29508908;37 _ 864.4339356
177.161935;720.4513684;28.09018363;37 _ 864.4339356
185.1282404;720.2847872;21.79972644;37 _ 864.4339356
187.1442064;720.5383169;43.22837696;37 _ 864.4339356
189.0401782;720.3644199;43.92272295;37 _ 864.4339356
189.1616353;720.7108767;62.02430927;37 _ 864.4339356
191.1755941;720.7040722;27.59939199;37 _ 864.4339356
199.1405566;720.4944297;29.17569161;37 _ 864.4339356
201.1607838;720.7606555;56.07826624;37 _ 864.4339356
203.1765691;720.4126397;35.75591347;37 _ 864.4339356
213.0402321;720.4608596;57.67642943;37 _ 864.4339356
213.1585251;720.7004629;36.02776456;37 _ 864.4339356
215.1774405;720.4608596;49.85991998;37 _ 864.4339356
216.1799564;720.8341558;26.16650556;37 _ 864.4339356
229.1899924;720.5720522;35.64143806;37 _ 864.4339356
231.2066164;720.4608596;30.04524018;37 _ 864.4339356
237.0756695;720.3379389;43.55513448;37 _ 864.4339356
243.2058967;720.8135084;26.7569646;37 _ 864.4339356
249.0595183;720.4608596;63.50039276;37 _ 864.4339356
255.0862703;720.4608596;50.47953372;37 _ 864.4339356
257.2226284;720.6844336;42.03666348;37 _ 864.4339356
269.2227248;720.6832448;41.98885108;37 _ 864.4339356
273.0911591;720.543207;54.83620326;37 _ 864.4339356
273.0985668;720.8433953;47.80449307;37 _ 864.4339356
273.2507651;720.7040722;54.19639169;37 _ 864.4339356
281.218176;720.6832448;23.32294011;37 _ 864.4339356
289.2505088;720.6236396;42.59319607;37 _ 864.4339356
290.2534122;720.6832448;24.54685879;37 _ 864.4339356
293.1225727;720.817126;31.92746052;37 _ 864.4339356
295.2331473;720.6832448;23.74711933;37 _ 864.4339356
309.1170124;720.4608596;22.1995052;37 _ 864.4339356
315.1038641;720.5383169;33.43671401;37 _ 864.4339356
325.2483439;720.4608596;24.57514038;37 _ 864.4339356
327.1286072;721.0490898;29.9717662;37 _ 864.4339356
337.2506732;720.6236396;24.37617373;37 _ 864.4339356
341.0862511;720.5383169;41.28698567;37 _ 864.4339356
355.2600215;720.3728234;22.82750194;37 _ 864.4339356
359.0962706;720.7040722;55.25995205;37 _ 864.4339356
377.1071429;720.3901358;38.15907319;37 _ 864.4339356
381.276733;720.6211946;46.90043116;37 _ 864.4339356
382.2815878;720.7606555;21.3424825;37 _ 864.4339356
395.1186282;720.5559383;53.08697194;37 _ 864.4339356
396.120858;720.7040722;38.13354498;37 _ 864.4339356
397.2701112;720.3337062;19.4652442;37 _ 864.4339356
399.2877318;720.6856224;52.44282861;37 _ 864.4339356
400.2915139;720.6856224;38.87317827;37 _ 864.4339356
411.1132288;720.3644199;37.59478877;37 _ 864.4339356
413.129557;720.1856173;30.69520521;37 _ 864.4339356
415.2816267;720.2768743;22.65896337;37 _ 864.4339356
417.2989379;720.6856224;100;37 _ 864.4339356
418.3023765;720.4608596;49.09314135;37 _ 864.4339356
419.3058457;720.3901358;20.80766681;37 _ 864.4339356
433.2928885;720.2981226;42.97085256;37 _ 864.4339356
435.3077639;720.573241;50.16860584;37 _ 864.4339356
436.3072809;721.5483337;20.40131258;37 _ 864.4339356
501.2852725;720.3901358;40.01434737;37 _ 864.4339356
515.2970668;720.0261383;36.97163597;37 _ 864.4339356
517.3084443;720.0261383;28.23308095;37 _ 864.4339356
519.2945283;720.3379389;66.082765;37 _ 864.4339356
520.2984554;720.3901358;30.77166985;37 _ 864.4339356
537.3046848;720.5048027;24.23337199;37 _ 864.4339356
538.3084905;720.5383169;54.16163807;37 _ 864.4339356
541.4752868;720.8735965;38.89018169;37 _ 864.4339356
554.3320984;720.7875205;28.38125017;37 _ 864.4339356
557.1728926;720.3644199;37.14135929;37 _ 864.4339356
559.2875438;720.3114579;59.43416037;37 _ 864.4339356
559.3537954;720.3521902;35.93348062;37 _ 864.4339356
579.3511691;720.3901358;24.10394465;37 _ 864.4339356
629.331723;720.787082;36.51885272;37 _ 864.4339356
647.3431082;720.7606555;67.80578618;37 _ 864.4339356
666.3555945;720.6327291;44.13286175;37 _ 864.4339356
683.3646323;720.5215598;28.51068751;37 _ 864.4339356
684.367583;720.5215598;52.98042394;37 _ 864.4339356
807.5427849;720.9390986;28.86967032;37 _ 864.4339356
845.4190867;720.3901358;22.04152192;37 _ 864.4339356
93.06878263;720.6144147;7.573684854;37 _ 880.4584687
95.08390523;720.2847872;12.12125506;37 _ 880.4584687
97.02772631;720.7040722;9.725436653;37 _ 880.4584687
99.04456293;720.8735965;4.398734093;37 _ 880.4584687
105.018622;720.3337062;10.76670866;37 _ 880.4584687
105.0673458;720.0261383;11.66109082;37 _ 880.4584687
107.0849936;720.6856224;14.35262374;37 _ 880.4584687
109.1006251;720.2981226;17.27670288;37 _ 880.4584687
111.0445299;720.2981226;3.773846747;37 _ 880.4584687
119.0854178;720.3781127;13.89294876;37 _ 880.4584687
121.1006698;720.6856224;17.23566484;37 _ 880.4584687
123.1156551;720.3113198;11.39719137;37 _ 880.4584687
127.0390641;720.692032;27.84517595;37 _ 880.4584687
129.0543242;720.6107576;18.53194787;37 _ 880.4584687
133.100052;720.5906238;9.214927821;37 _ 880.4584687
135.1159711;720.0261383;13.94563308;37 _ 880.4584687
143.0806118;720.2463401;3.363746963;37 _ 880.4584687
145.0507543;720.3378524;17.53639475;37 _ 880.4584687
147.0651832;720.3378524;18.50756667;37 _ 880.4584687
149.1316352;720.573241;22.06074194;37 _ 880.4584687
150.1352657;720.7784206;3.217011896;37 _ 880.4584687
157.0977884;720.3337062;3.987641744;37 _ 880.4584687
159.0297851;720.6132259;12.20763899;37 _ 880.4584687
159.1149511;720.7040722;15.53813859;37 _ 880.4584687
161.1311994;720.6144147;16.86176104;37 _ 880.4584687
162.1347741;720.543207;3.774249107;37 _ 880.4584687
163.1449293;720.4380847;15.97212241;37 _ 880.4584687
173.1297139;720.7176811;11.13584574;37 _ 880.4584687
175.1461975;720.4608596;17.85141972;37 _ 880.4584687
177.161935;720.4513684;14.82301738;37 _ 880.4584687
185.1282404;720.2847872;3.55137353;37 _ 880.4584687
187.1442064;720.5383169;10.45410439;37 _ 880.4584687
189.0401782;720.3644199;7.155410692;37 _ 880.4584687
189.1616353;720.7108767;14.6937271;37 _ 880.4584687
191.1755941;720.7040722;4.49619175;37 _ 880.4584687
199.1405566;720.4944297;4.752985282;37 _ 880.4584687
201.1607838;720.7606555;15.90694422;37 _ 880.4584687
203.1765691;720.4126397;12.46217546;37 _ 880.4584687
211.1337804;721.4797158;4.453955339;37 _ 880.4584687
213.0402321;720.4608596;9.396014458;37 _ 880.4584687
213.1585251;720.7004629;5.869250229;37 _ 880.4584687
215.1774405;720.4608596;27.48648968;37 _ 880.4584687
216.1799564;720.8341558;4.26276153;37 _ 880.4584687
229.1899924;720.5720522;5.806314133;37 _ 880.4584687
231.0499301;720.4828311;20.86923191;37 _ 880.4584687
231.2066164;720.4608596;4.894642644;37 _ 880.4584687
237.0756695;720.3379389;7.09552719;37 _ 880.4584687
243.2058967;720.8135084;4.211230669;37 _ 880.4584687
249.0595183;720.4608596;23.36962086;37 _ 880.4584687
255.0862703;720.4608596;8.223574748;37 _ 880.4584687
257.2226284;720.6844336;6.848154465;37 _ 880.4584687
265.0577892;720.5383169;4.359118437;37 _ 880.4584687
271.2414269;720.7040722;100;37 _ 880.4584687
272.2437205;720.543207;28.97326377;37 _ 880.4584687
273.0911591;720.543207;8.933315805;37 _ 880.4584687
273.0985668;720.8433953;8.806607451;37 _ 880.4584687
273.2507651;720.7040722;8.829084686;37 _ 880.4584687
281.218176;720.6832448;3.799518878;37 _ 880.4584687
289.2505088;720.6236396;16.04562453;37 _ 880.4584687
290.2534122;720.6832448;3.998906353;37 _ 880.4584687
295.2331473;720.6832448;3.868621527;37 _ 880.4584687
309.1170124;720.4608596;16.50437211;37 _ 880.4584687
315.1038641;720.5383169;5.44714455;37 _ 880.4584687
325.2483439;720.4608596;4.003513681;37 _ 880.4584687
327.1286072;721.0490898;4.882673066;37 _ 880.4584687
337.2506732;720.6236396;3.971100206;37 _ 880.4584687
341.0862511;720.5383169;6.726025139;37 _ 880.4584687
355.2600215;720.3728234;3.718807498;37 _ 880.4584687
359.0962706;720.7040722;15.86266351;37 _ 880.4584687
377.1071429;720.3901358;9.361524219;37 _ 880.4584687
381.276733;720.6211946;10.16276252;37 _ 880.4584687
382.2815878;720.7606555;3.476884337;37 _ 880.4584687
395.1186282;720.5559383;22.96766887;37 _ 880.4584687
396.120858;720.7040722;6.212300996;37 _ 880.4584687
397.2701112;720.3337062;3.17106516;37 _ 880.4584687
399.2877318;720.6856224;20.97461146;37 _ 880.4584687
400.2915139;720.6856224;6.332793979;37 _ 880.4584687
411.1132288;720.3644199;8.545112863;37 _ 880.4584687
413.129557;720.1856173;5.000527854;37 _ 880.4584687
415.2816267;720.2768743;3.691351033;37 _ 880.4584687
417.2989379;720.6856224;48.13696562;37 _ 880.4584687
418.3023765;720.4608596;17.25648443;37 _ 880.4584687
419.3058457;720.3901358;3.389758002;37 _ 880.4584687
433.2928885;720.2981226;6.555372387;37 _ 880.4584687
435.3077639;720.573241;8.172921771;37 _ 880.4584687
436.3072809;721.5483337;3.323559205;37 _ 880.4584687
501.2852725;720.3901358;6.518700795;37 _ 880.4584687
519.2945283;720.3379389;14.16719851;37 _ 880.4584687
537.3046848;720.5048027;24.70297825;37 _ 880.4584687
538.3084905;720.5383169;8.823423005;37 _ 880.4584687
554.3320984;720.7875205;4.401089272;37 _ 880.4584687
557.1728926;720.3644199;6.050664931;37 _ 880.4584687
579.3511691;720.3901358;3.926751615;37 _ 880.4584687
629.331723;720.787082;5.949252954;37 _ 880.4584687
666.3555945;720.6327291;7.189644212;37 _ 880.4584687
683.3646323;720.5215598;19.50350745;37 _ 880.4584687
684.367583;720.5215598;8.63099249;37 _ 880.4584687
880.4584687;720.3901358;34.67203385;37 _ 880.4584687
93.06878263;720.6144147;7.573684854;37 _ 885.4147545
95.08390523;720.2847872;12.12125506;37 _ 885.4147545
97.02772631;720.7040722;9.725436653;37 _ 885.4147545
99.04456293;720.8735965;4.398734093;37 _ 885.4147545
105.018622;720.3337062;11.65174882;37 _ 885.4147545
105.0673458;720.0261383;11.66109082;37 _ 885.4147545
107.0849936;720.6856224;13.93229446;37 _ 885.4147545
109.0292261;720.4608596;9.117612949;37 _ 885.4147545
109.1006251;720.2981226;11.42837074;37 _ 885.4147545
111.0445299;720.2981226;7.364218749;37 _ 885.4147545
119.0854178;720.3781127;13.89294876;37 _ 885.4147545
121.1006698;720.6856224;17.23566484;37 _ 885.4147545
123.1156551;720.3113198;11.39719137;37 _ 885.4147545
127.0390641;720.692032;27.84517595;37 _ 885.4147545
129.0543242;720.6107576;18.53194787;37 _ 885.4147545
133.100052;720.5906238;9.214927821;37 _ 885.4147545
135.1159711;720.0261383;13.1364564;37 _ 885.4147545
143.0806118;720.2463401;3.363746963;37 _ 885.4147545
145.0507543;720.3378524;17.53639475;37 _ 885.4147545
147.0651832;720.3378524;13.91815936;37 _ 885.4147545
149.1316352;720.573241;22.06074194;37 _ 885.4147545
150.1352657;720.7784206;3.217011896;37 _ 885.4147545
159.0297851;720.6132259;12.20763899;37 _ 885.4147545
159.1149511;720.7040722;15.53813859;37 _ 885.4147545
161.1311994;720.6144147;16.86176104;37 _ 885.4147545
162.1347741;720.543207;3.774249107;37 _ 885.4147545
163.1449293;720.4380847;15.97212241;37 _ 885.4147545
173.1297139;720.7176811;11.13584574;37 _ 885.4147545
175.1461975;720.4608596;17.85141972;37 _ 885.4147545
177.161935;720.4513684;11.73710588;37 _ 885.4147545
185.1282404;720.2847872;3.55137353;37 _ 885.4147545
187.1442064;720.5383169;7.042295421;37 _ 885.4147545
189.0401782;720.3644199;7.155410692;37 _ 885.4147545
189.1616353;720.7108767;12.13781911;37 _ 885.4147545
191.1755941;720.7040722;4.226906461;37 _ 885.4147545
201.1607838;720.7606555;15.90694422;37 _ 885.4147545
203.1765691;720.4126397;5.824963216;37 _ 885.4147545
211.1337804;721.4797158;3.401277175;37 _ 885.4147545
213.0402321;720.4608596;9.396014458;37 _ 885.4147545
213.1585251;720.7004629;5.869250229;37 _ 885.4147545
215.1774405;720.4608596;16.76633316;37 _ 885.4147545
229.1899924;720.5720522;5.806314133;37 _ 885.4147545
231.0499301;720.4828311;19.35336348;37 _ 885.4147545
231.2066164;720.4608596;4.894642644;37 _ 885.4147545
237.0756695;720.3379389;7.09552719;37 _ 885.4147545
243.2058967;720.8135084;4.211230669;37 _ 885.4147545
249.0595183;720.4608596;20.42477206;37 _ 885.4147545
255.0862703;720.4608596;8.223574748;37 _ 885.4147545
257.2226284;720.6844336;6.848154465;37 _ 885.4147545
265.0577892;720.5383169;4.359118437;37 _ 885.4147545
269.2227248;720.6832448;10.25395403;37 _ 885.4147545
271.2414269;720.7040722;100;37 _ 885.4147545
272.2437205;720.543207;26.90826016;37 _ 885.4147545
273.0911591;720.543207;8.933315805;37 _ 885.4147545
273.0985668;720.8433953;8.806607451;37 _ 885.4147545
273.2507651;720.7040722;8.829084686;37 _ 885.4147545
281.218176;720.6832448;3.799518878;37 _ 885.4147545
289.2505088;720.6236396;16.04562453;37 _ 885.4147545
290.2534122;720.6832448;3.998906353;37 _ 885.4147545
293.1225727;720.817126;4.325680613;37 _ 885.4147545
295.2331473;720.6832448;3.868621527;37 _ 885.4147545
309.1170124;720.4608596;16.50437211;37 _ 885.4147545
315.1038641;720.5383169;5.44714455;37 _ 885.4147545
325.2483439;720.4608596;4.003513681;37 _ 885.4147545
337.2506732;720.6236396;3.971100206;37 _ 885.4147545
341.0862511;720.5383169;6.726025139;37 _ 885.4147545
355.2600215;720.3728234;3.718807498;37 _ 885.4147545
359.0962706;720.7040722;15.86266351;37 _ 885.4147545
377.1071429;720.3901358;8.311189805;37 _ 885.4147545
381.276733;720.6211946;10.16276252;37 _ 885.4147545
382.2815878;720.7606555;3.476884337;37 _ 885.4147545
395.1186282;720.5559383;22.96766887;37 _ 885.4147545
396.120858;720.7040722;6.212300996;37 _ 885.4147545
397.2701112;720.3337062;3.17106516;37 _ 885.4147545
399.2877318;720.6856224;20.97461146;37 _ 885.4147545
400.2915139;720.6856224;6.332793979;37 _ 885.4147545
411.1132288;720.3644199;8.545112863;37 _ 885.4147545
413.129557;720.1856173;5.000527854;37 _ 885.4147545
415.2816267;720.2768743;3.691351033;37 _ 885.4147545
417.2989379;720.6856224;48.13696562;37 _ 885.4147545
418.3023765;720.4608596;17.25648443;37 _ 885.4147545
419.3058457;720.3901358;3.389758002;37 _ 885.4147545
433.2928885;720.2981226;7.000342356;37 _ 885.4147545
435.3077639;720.573241;8.172921771;37 _ 885.4147545
436.3072809;721.5483337;3.323559205;37 _ 885.4147545
501.2852725;720.3901358;6.518700795;37 _ 885.4147545
515.2970668;720.0261383;6.023015459;37 _ 885.4147545
517.3084443;720.0261383;4.599425439;37 _ 885.4147545
519.2945283;720.3379389;14.16719851;37 _ 885.4147545
520.2984554;720.3901358;5.012984639;37 _ 885.4147545
537.3046848;720.5048027;24.70297825;37 _ 885.4147545
538.3084905;720.5383169;8.823423005;37 _ 885.4147545
541.4752868;720.8735965;6.335563991;37 _ 885.4147545
557.1728926;720.3644199;6.050664931;37 _ 885.4147545
559.2875438;720.3114579;54.28451528;37 _ 885.4147545
559.3537954;720.3521902;35.90129841;37 _ 885.4147545
560.2908198;720.4995883;20.34497472;37 _ 885.4147545
579.3511691;720.3901358;3.926751615;37 _ 885.4147545
629.331723;720.787082;5.949252954;37 _ 885.4147545
647.3431082;720.7606555;11.04617872;37 _ 885.4147545
665.3518388;720.4538134;12.46731919;37 _ 885.4147545
666.3555945;720.6327291;7.189644212;37 _ 885.4147545
683.3646323;720.5215598;19.50350745;37 _ 885.4147545
684.367583;720.5215598;8.63099249;37 _ 885.4147545
739.3539863;719.7892411;6.505696511;37 _ 885.4147545
807.5427849;720.9390986;4.703131632;37 _ 885.4147545
841.4229659;720.2768743;7.308273646;37 _ 885.4147545
845.4190867;720.3901358;3.590764212;37 _ 885.4147545
885.4147545;720.3369129;53.89349064;37 _ 885.4147545
117.033634;173.5624472;100;39 _ 265.1541129
265.1541129;173.2789254;74.01040198;39 _ 265.1541129
354.1325077;173.9079215;17.35800518;39 _ 500.2383234
500.2383234;173.9079215;100;39 _ 500.2383234
382.126936;241.7007175;86.05471771;41 _ 530.249372
470.2272771;242.524131;46.26167526;41 _ 530.249372
530.249372;241.5935056;100;41 _ 530.249372
172.1435772;258.8355498;43.97879027;42 _ 468.2125606
295.1031463;256.4586946;82.82762334;42 _ 468.2125606
297.074246;257.0644975;98.97593911;42 _ 468.2125606
323.0570526;258.7628227;49.21076798;42 _ 468.2125606
380.1117805;258.8355498;100;42 _ 468.2125606
381.117011;259.7662697;43.62817181;42 _ 468.2125606
468.2125606;258.3820677;99.3585741;42 _ 468.2125606
123.0445785;259.4043446;31.50356043;42 _ 474.2608656
165.0546569;259.3058291;22.16499885;42 _ 474.2608656
222.1116791;259.8208585;90.26359635;42 _ 474.2608656
223.114213;259.8208585;15.83847893;42 _ 474.2608656
236.1268155;259.8208585;14.4407287;42 _ 474.2608656
474.2608656;260.2416605;100;42 _ 474.2608656
117.0333182;276.4842617;43.3886973;43 _ 355.1043197
135.0448509;277.6075201;100;43 _ 355.1043197
145.029697;276.5023753;44.70370721;43 _ 355.1043197
164.042448;276.9617239;36.0014602;43 _ 355.1043197
355.1043197;278.4665084;22.38101205;43 _ 355.1043197
310.2097301;278.359717;100;43 _ 472.241878
95.0845221;758.1239504;24.07098319;44 _ 271.2400852
109.0280883;758.5040665;23.86177542;44 _ 271.2400852
121.1004592;756.726785;32.38167634;44 _ 271.2400852
127.038594;756.9986338;35.64043521;44 _ 271.2400852
145.0497304;757.5059723;51.21245649;44 _ 271.2400852
147.0692066;757.117519;34.91182677;44 _ 271.2400852
173.1291265;756.7344485;17.29654704;44 _ 271.2400852
175.1452406;756.4996616;20.11819173;44 _ 271.2400852
189.0392051;757.5073798;22.51963343;44 _ 271.2400852
201.1632555;757.1070018;28.8242839;44 _ 271.2400852
213.0407569;756.7527208;16.06955764;44 _ 271.2400852
215.1763613;756.8393616;76.63352117;44 _ 271.2400852
231.0488765;757.1755589;99.83125935;44 _ 271.2400852
249.0586888;757.448777;100;44 _ 271.2400852
255.0852185;757.5059093;20.18670024;44 _ 271.2400852
269.2214863;757.1122604;14.0105261;44 _ 271.2400852
95.0845221;758.1239504;17.54178907;44 _ 537.3053518
109.0280883;758.5040665;17.38932838;44 _ 537.3053518
121.1004592;756.726785;23.59822744;44 _ 537.3053518
127.038594;756.9986338;25.9730561;44 _ 537.3053518
145.0497304;757.5059723;37.32120547;44 _ 537.3053518
147.0692066;757.117519;25.44208088;44 _ 537.3053518
173.1291265;756.7344485;12.60490182;44 _ 537.3053518
175.1452406;756.4996616;14.66118243;44 _ 537.3053518
189.0392051;757.5073798;16.41123906;44 _ 537.3053518
201.1632555;757.1070018;21.00576882;44 _ 537.3053518
213.0407569;756.7527208;11.71073023;44 _ 537.3053518
215.1763613;756.8393616;55.84686979;44 _ 537.3053518
231.0488765;757.1755589;72.75227939;44 _ 537.3053518
249.0586888;757.448777;72.87524955;44 _ 537.3053518
255.0852185;757.5059093;14.71110817;44 _ 537.3053518
269.2214863;757.1122604;10.21020586;44 _ 537.3053518
272.243443;757.1122604;52.85871755;44 _ 537.3053518
289.2504219;757.497606;38.93818199;44 _ 537.3053518
315.1044403;757.117519;17.5794793;44 _ 537.3053518
341.0842711;757.4575735;19.96897369;44 _ 537.3053518
359.0957376;757.497606;56.29285841;44 _ 537.3053518
377.105557;757.5066445;39.02713558;44 _ 537.3053518
381.275123;757.1755589;18.71811351;44 _ 537.3053518
395.1180466;757.2877535;100;44 _ 537.3053518
396.1216096;757.5083146;20.47953068;44 _ 537.3053518
399.2867701;757.1755589;33.855559;44 _ 537.3053518
413.1274296;757.1070018;14.33987052;44 _ 537.3053518
417.2982326;757.497606;93.87202142;44 _ 537.3053518
418.3012941;757.2877535;29.57205685;44 _ 537.3053518
433.0949719;757.0889181;29.02788633;44 _ 537.3053518
435.1091315;757.1755589;37.52057589;44 _ 537.3053518
435.3067489;756.9171579;24.81242858;44 _ 537.3053518
436.1108937;757.5059093;25.54788627;44 _ 537.3053518
479.1040339;756.9871133;9.004068187;44 _ 537.3053518
497.1131515;757.5073798;29.36928549;44 _ 537.3053518
519.2932739;757.1755589;35.09330501;44 _ 537.3053518
520.2954231;757.5073798;10.11354464;44 _ 537.3053518
255.1595136;757.3999481;100;44 _ 667.3340393
95.0845221;758.1239504;17.54178907;44 _ 949.4316648
109.0280883;758.5040665;17.38932838;44 _ 949.4316648
121.1004592;756.726785;23.59822744;44 _ 949.4316648
127.038594;756.9986338;25.9730561;44 _ 949.4316648
145.0497304;757.5059723;37.32120547;44 _ 949.4316648
147.0692066;757.117519;25.44208088;44 _ 949.4316648
173.1291265;756.7344485;12.60490182;44 _ 949.4316648
175.1452406;756.4996616;14.66118243;44 _ 949.4316648
189.0392051;757.5073798;16.41123906;44 _ 949.4316648
201.1632555;757.1070018;21.00576882;44 _ 949.4316648
213.0407569;756.7527208;11.71073023;44 _ 949.4316648
215.1763613;756.8393616;55.84686979;44 _ 949.4316648
231.0488765;757.1755589;72.75227939;44 _ 949.4316648
249.0586888;757.448777;72.87524955;44 _ 949.4316648
255.0852185;757.5059093;14.71110817;44 _ 949.4316648
269.2214863;757.1122604;10.21020586;44 _ 949.4316648
272.243443;757.1122604;52.85871755;44 _ 949.4316648
289.2504219;757.497606;38.93818199;44 _ 949.4316648
315.1044403;757.117519;17.5794793;44 _ 949.4316648
341.0842711;757.4575735;19.96897369;44 _ 949.4316648
359.0957376;757.497606;56.29285841;44 _ 949.4316648
377.105557;757.5066445;39.02713558;44 _ 949.4316648
381.275123;757.1755589;18.71811351;44 _ 949.4316648
395.1180466;757.2877535;100;44 _ 949.4316648
396.1216096;757.5083146;20.47953068;44 _ 949.4316648
399.2867701;757.1755589;33.855559;44 _ 949.4316648
413.1274296;757.1070018;14.33987052;44 _ 949.4316648
417.2982326;757.497606;93.87202142;44 _ 949.4316648
418.3012941;757.2877535;29.57205685;44 _ 949.4316648
433.0949719;757.0889181;29.02788633;44 _ 949.4316648
435.1091315;757.1755589;37.52057589;44 _ 949.4316648
435.3067489;756.9171579;24.81242858;44 _ 949.4316648
436.1108937;757.5059093;25.54788627;44 _ 949.4316648
479.1040339;756.9871133;9.004068187;44 _ 949.4316648
497.1131515;757.5073798;29.36928549;44 _ 949.4316648
519.2932739;757.1755589;35.09330501;44 _ 949.4316648
520.2954231;757.5073798;10.11354464;44 _ 949.4316648
559.2887354;758.3300772;21.45258468;44 _ 949.4316648
577.297834;757.1755589;20.23730031;44 _ 949.4316648
643.1741636;757.6205623;9.881104935;44 _ 949.4316648
647.3418869;757.9217835;15.57853486;44 _ 949.4316648
665.3515111;757.9217835;30.83488753;44 _ 949.4316648
683.3633989;757.1070018;33.97162819;44 _ 949.4316648
684.3669915;757.3081256;12.43125625;44 _ 949.4316648
95.0845221;758.1239504;17.54178907;44 _ 966.4614071
109.0280883;758.5040665;17.38932838;44 _ 966.4614071
121.1004592;756.726785;23.59822744;44 _ 966.4614071
127.038594;756.9986338;25.9730561;44 _ 966.4614071
145.0497304;757.5059723;37.32120547;44 _ 966.4614071
